2.000000000000000000e+00,2.582113530881827712e-01,2.463037434428111058e-02
3.000000000000000000e+00,4.486790431988575412e-01,5.769476020030777502e-02
4.000000000000000000e+00,5.965726526240627825e-01,1.047194755949293898e-01
5.000000000000000000e+00,6.890396287040342349e-01,1.536486452018806514e-01
6.000000000000000000e+00,7.386647625847911902e-01,1.902328705396237052e-01
7.000000000000000000e+00,7.654409139593002509e-01,2.070498813967131257e-01
8.000000000000000000e+00,7.823098893252410369e-01,2.181195215058791548e-01
9.000000000000000000e+00,7.944484112816850852e-01,2.272677033472483288e-01
1.000000000000000000e+01,8.000714030703319768e-01,2.335762079255902512e-01
1.100000000000000000e+01,8.107818636201357121e-01,2.425543492122871347e-01
1.200000000000000000e+01,8.176544091395929748e-01,2.496365383143879790e-01
1.300000000000000000e+01,8.208675473045340398e-01,2.529948392691657166e-01
1.400000000000000000e+01,8.301499464476972401e-01,2.631547624108349637e-01
1.500000000000000000e+01,8.338986076401285752e-01,2.672187316675027069e-01
1.600000000000000000e+01,8.365762227775794813e-01,2.708661015652232829e-01
1.700000000000000000e+01,8.422884684041413994e-01,2.792491009105671496e-01
1.800000000000000000e+01,8.453230988932524115e-01,2.834491026109727252e-01
1.900000000000000000e+01,8.517493752231345416e-01,2.905227896853399550e-01
2.000000000000000000e+01,8.602284898250625034e-01,3.038199610607129619e-01
2.100000000000000000e+01,8.637986433416636745e-01,3.075948613744378113e-01
2.300000000000000000e+01,8.657622277757943685e-01,3.098734048070465041e-01
2.400000000000000000e+01,8.760264191360228603e-01,3.291645057346176961e-01
2.600000000000000000e+01,8.782577650838986338e-01,3.345037791513276182e-01
2.700000000000000000e+01,8.852195644412709230e-01,3.488977121043368990e-01
2.800000000000000000e+01,8.876294180649767496e-01,3.526386043071272347e-01
2.900000000000000000e+01,8.976258479114601618e-01,3.747268723590576611e-01
3.000000000000000000e+01,9.002142092109960414e-01,3.785442828114505276e-01
3.100000000000000000e+01,9.028918243484469475e-01,3.825997500403846563e-01
3.200000000000000000e+01,9.084255622991788126e-01,3.918329521590899200e-01
3.600000000000000000e+01,9.115494466262049622e-01,3.997143318681505297e-01
3.700000000000000000e+01,9.147625847911460273e-01,4.064139297222387759e-01
3.900000000000000000e+01,9.215458764726883745e-01,4.210799275627237215e-01
4.200000000000000000e+01,9.252052838272045721e-01,4.304151540142324150e-01
4.400000000000000000e+01,9.290431988575508226e-01,4.432192077810557795e-01
4.500000000000000000e+01,9.329703677258122108e-01,4.549690101089109984e-01
5.000000000000000000e+01,9.373438057836487314e-01,4.756289375015941290e-01
5.200000000000000000e+01,9.418957515173151940e-01,4.873532337462485042e-01
5.800000000000000000e+01,9.469832202784719266e-01,5.041617425756043103e-01
6.500000000000000000e+01,9.526954659050339558e-01,5.322269361242656371e-01
6.600000000000000000e+01,9.584969653695109004e-01,5.566617638306735616e-01
6.900000000000000000e+01,9.645662263477329246e-01,5.857216946241678990e-01
7.100000000000000000e+01,9.708139950017851127e-01,6.202739353335771089e-01
9.000000000000000000e+01,9.787575865762228045e-01,6.627585679184485601e-01
2.390000000000000000e+02,1.000000000000000000e+00,1.000000000000000000e+00
