2.000000000000000000e+00,2.217853297757805542e-01,5.195758385732752310e-02
3.000000000000000000e+00,4.165145344754950241e-01,1.326490370922156770e-01
4.000000000000000000e+00,5.764171698731451743e-01,2.504546151655237529e-01
5.000000000000000000e+00,7.039273510274773882e-01,3.836075630436211470e-01
6.000000000000000000e+00,7.877638908393016504e-01,5.021470981311482173e-01
7.000000000000000000e+00,8.459017928193606206e-01,5.956335034945117179e-01
8.000000000000000000e+00,8.884988063474230646e-01,6.751966347523169487e-01
9.000000000000000000e+00,9.188316247718016916e-01,7.437285016322328079e-01
1.000000000000000000e+01,9.428451060244347204e-01,8.002322371447976312e-01
1.100000000000000000e+01,9.578242756167204552e-01,8.405670091799399835e-01
1.200000000000000000e+01,9.686373636661517184e-01,8.733978923383651782e-01
1.300000000000000000e+01,9.787483031409446310e-01,9.074337795499857195e-01
1.400000000000000000e+01,9.872677058465570976e-01,9.445259952238020951e-01
1.500000000000000000e+01,9.911997378645320822e-01,9.609140503472602957e-01
1.600000000000000000e+01,9.947104807377240565e-01,9.733255920951734419e-01
1.700000000000000000e+01,9.962083976969526855e-01,9.774554696229432738e-01
1.800000000000000000e+01,9.977999344661330205e-01,9.864163179457967612e-01
2.300000000000000000e+01,9.988297523756026752e-01,9.937558880879872047e-01
2.600000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00
